[2025-08-01 17:34:25.407] [INFO] app.log file deleted successfully
[2025-08-01 17:34:25.407] [INFO] Trade counter reset successfully
[2025-08-01 17:34:25.407] [INFO] Initialized 6 symbols in database
[2025-08-01 17:34:27.632] [DEBUG] A key detected and service is enabled
[2025-08-01 17:34:27.632] [DEBUG] A key pressed - starting inclined pattern capture
[2025-08-01 17:34:27.633] [DEBUG] SimpleTradingOverlay.OnAKeyPressed() called
[2025-08-01 17:34:27.633] [INFO] A key pressed - starting inclined trading pattern creation
[2025-08-01 17:34:27.633] [INFO] Started inclined trading pattern creation for window 852876 (symbol: XAUUSD)
[2025-08-01 17:34:27.850] [INFO] First click recorded at (1609, 401)
[2025-08-01 17:34:28.434] [INFO] Second click recorded at (1687, 338)
[2025-08-01 17:34:28.435] [INFO] Current window handle: 852876
[2025-08-01 17:34:28.435] [INFO] Window rect: Left=0, Top=0, Right=1920, Bottom=1039
[2025-08-01 17:34:28.522] [DEBUG] RectangleBreakDetector: Alternative - Column X=65: whitePixels=2, whiteSegments=1
[2025-08-01 17:34:28.522] [DEBUG] RectangleBreakDetector: Alternative - Column X=64: whitePixels=3, whiteSegments=1
[2025-08-01 17:34:28.522] [DEBUG] RectangleBreakDetector: Alternative - Column X=63: whitePixels=3, whiteSegments=1
[2025-08-01 17:34:28.523] [DEBUG] RectangleBreakDetector: Alternative - Column X=62: whitePixels=2, whiteSegments=1
[2025-08-01 17:34:28.523] [DEBUG] RectangleBreakDetector: Alternative - Column X=61: whitePixels=3, whiteSegments=1
[2025-08-01 17:34:28.523] [DEBUG] RectangleBreakDetector: Alternative - Column X=60: whitePixels=2, whiteSegments=1
[2025-08-01 17:34:28.523] [DEBUG] RectangleBreakDetector: Alternative - Column X=59: whitePixels=3, whiteSegments=1
[2025-08-01 17:34:28.524] [DEBUG] RectangleBreakDetector: Alternative - Column X=58: whitePixels=4, whiteSegments=1
[2025-08-01 17:34:28.524] [DEBUG] RectangleBreakDetector: Alternative - Column X=57: whitePixels=5, whiteSegments=1
[2025-08-01 17:34:28.524] [DEBUG] RectangleBreakDetector: Alternative - Column X=56: whitePixels=4, whiteSegments=1
[2025-08-01 17:34:28.524] [DEBUG] RectangleBreakDetector: Alternative - Column X=55: whitePixels=4, whiteSegments=1
[2025-08-01 17:34:28.524] [DEBUG] RectangleBreakDetector: Alternative - Column X=54: whitePixels=3, whiteSegments=1
[2025-08-01 17:34:28.524] [DEBUG] RectangleBreakDetector: Alternative - Column X=53: whitePixels=3, whiteSegments=1
[2025-08-01 17:34:28.525] [DEBUG] RectangleBreakDetector: Alternative - Column X=52: whitePixels=3, whiteSegments=1
[2025-08-01 17:34:28.525] [DEBUG] RectangleBreakDetector: Alternative - Column X=51: whitePixels=3, whiteSegments=1
[2025-08-01 17:34:28.525] [DEBUG] RectangleBreakDetector: Alternative - Column X=50: whitePixels=3, whiteSegments=1
[2025-08-01 17:34:28.525] [DEBUG] RectangleBreakDetector: Alternative - Column X=49: whitePixels=2, whiteSegments=1
[2025-08-01 17:34:28.525] [DEBUG] RectangleBreakDetector: Alternative - Column X=48: whitePixels=3, whiteSegments=1
[2025-08-01 17:34:28.525] [DEBUG] RectangleBreakDetector: Alternative - Column X=47: whitePixels=3, whiteSegments=1
[2025-08-01 17:34:28.526] [DEBUG] RectangleBreakDetector: Alternative - Column X=46: whitePixels=3, whiteSegments=1
[2025-08-01 17:34:28.526] [DEBUG] RectangleBreakDetector: Alternative - Column X=45: whitePixels=3, whiteSegments=1
[2025-08-01 17:34:28.526] [DEBUG] RectangleBreakDetector: Alternative - Column X=44: whitePixels=3, whiteSegments=1
[2025-08-01 17:34:28.526] [DEBUG] RectangleBreakDetector: Alternative - Column X=43: whitePixels=3, whiteSegments=1
[2025-08-01 17:34:28.526] [DEBUG] RectangleBreakDetector: Alternative - Column X=42: whitePixels=3, whiteSegments=1
[2025-08-01 17:34:28.527] [DEBUG] RectangleBreakDetector: Alternative - Column X=41: whitePixels=2, whiteSegments=1
[2025-08-01 17:34:28.527] [DEBUG] RectangleBreakDetector: Alternative - Column X=40: whitePixels=3, whiteSegments=1
[2025-08-01 17:34:28.527] [DEBUG] RectangleBreakDetector: Alternative - Column X=39: whitePixels=3, whiteSegments=1
[2025-08-01 17:34:28.527] [DEBUG] RectangleBreakDetector: Alternative - Column X=38: whitePixels=3, whiteSegments=1
[2025-08-01 17:34:28.527] [DEBUG] RectangleBreakDetector: Alternative - Column X=37: whitePixels=3, whiteSegments=1
[2025-08-01 17:34:28.528] [DEBUG] RectangleBreakDetector: Alternative - Column X=36: whitePixels=3, whiteSegments=1
[2025-08-01 17:34:28.528] [DEBUG] RectangleBreakDetector: Alternative - Column X=35: whitePixels=3, whiteSegments=1
[2025-08-01 17:34:28.528] [DEBUG] RectangleBreakDetector: Alternative - Column X=34: whitePixels=3, whiteSegments=1
[2025-08-01 17:34:28.528] [DEBUG] RectangleBreakDetector: Alternative - Column X=33: whitePixels=2, whiteSegments=1
[2025-08-01 17:34:28.528] [DEBUG] RectangleBreakDetector: Alternative - Column X=32: whitePixels=3, whiteSegments=1
[2025-08-01 17:34:28.529] [DEBUG] RectangleBreakDetector: Alternative - Column X=31: whitePixels=3, whiteSegments=1
[2025-08-01 17:34:28.529] [DEBUG] RectangleBreakDetector: Alternative - Column X=30: whitePixels=3, whiteSegments=1
[2025-08-01 17:34:28.529] [DEBUG] RectangleBreakDetector: Alternative - Column X=29: whitePixels=3, whiteSegments=1
[2025-08-01 17:34:28.529] [DEBUG] RectangleBreakDetector: Alternative - Column X=28: whitePixels=3, whiteSegments=1
[2025-08-01 17:34:28.529] [DEBUG] RectangleBreakDetector: Alternative - Column X=27: whitePixels=3, whiteSegments=1
[2025-08-01 17:34:28.529] [DEBUG] RectangleBreakDetector: Alternative - Column X=26: whitePixels=3, whiteSegments=1
[2025-08-01 17:34:28.530] [DEBUG] RectangleBreakDetector: Alternative - Column X=25: whitePixels=2, whiteSegments=1
[2025-08-01 17:34:28.530] [DEBUG] RectangleBreakDetector: Alternative - Column X=24: whitePixels=3, whiteSegments=1
[2025-08-01 17:34:28.530] [DEBUG] RectangleBreakDetector: Alternative - Column X=23: whitePixels=4, whiteSegments=1
[2025-08-01 17:34:28.530] [DEBUG] RectangleBreakDetector: Alternative - Column X=22: whitePixels=4, whiteSegments=1
[2025-08-01 17:34:28.530] [DEBUG] RectangleBreakDetector: Alternative - Column X=21: whitePixels=5, whiteSegments=1
[2025-08-01 17:34:28.530] [DEBUG] RectangleBreakDetector: Alternative - Column X=20: whitePixels=3, whiteSegments=1
[2025-08-01 17:34:28.531] [DEBUG] RectangleBreakDetector: Alternative - Column X=19: whitePixels=1, whiteSegments=1
[2025-08-01 17:34:28.531] [DEBUG] RectangleBreakDetector: Alternative - Column X=18: whitePixels=0, whiteSegments=0
[2025-08-01 17:34:28.531] [DEBUG] RectangleBreakDetector: Alternative - Column X=17: whitePixels=0, whiteSegments=0
[2025-08-01 17:34:28.531] [DEBUG] RectangleBreakDetector: Alternative - Column X=16: whitePixels=0, whiteSegments=0
[2025-08-01 17:34:28.531] [DEBUG] RectangleBreakDetector: Alternative - Column X=15: whitePixels=0, whiteSegments=0
[2025-08-01 17:34:28.532] [DEBUG] RectangleBreakDetector: Alternative - Column X=14: whitePixels=0, whiteSegments=0
[2025-08-01 17:34:28.532] [DEBUG] RectangleBreakDetector: Alternative - Column X=13: whitePixels=0, whiteSegments=0
[2025-08-01 17:34:28.532] [DEBUG] RectangleBreakDetector: Alternative - Column X=12: whitePixels=0, whiteSegments=0
[2025-08-01 17:34:28.532] [DEBUG] RectangleBreakDetector: Alternative - Column X=11: whitePixels=0, whiteSegments=0
[2025-08-01 17:34:28.532] [DEBUG] RectangleBreakDetector: Alternative - Column X=10: whitePixels=0, whiteSegments=0
[2025-08-01 17:34:28.533] [DEBUG] RectangleBreakDetector: Alternative - Column X=9: whitePixels=0, whiteSegments=0
[2025-08-01 17:34:28.533] [DEBUG] RectangleBreakDetector: Alternative - Column X=8: whitePixels=0, whiteSegments=0
[2025-08-01 17:34:28.533] [DEBUG] RectangleBreakDetector: Alternative - Column X=7: whitePixels=0, whiteSegments=0
[2025-08-01 17:34:28.533] [DEBUG] RectangleBreakDetector: Alternative - Column X=6: whitePixels=0, whiteSegments=0
[2025-08-01 17:34:28.533] [DEBUG] RectangleBreakDetector: Alternative - Column X=5: whitePixels=0, whiteSegments=0
[2025-08-01 17:34:28.533] [DEBUG] RectangleBreakDetector: Alternative - Column X=4: whitePixels=0, whiteSegments=0
[2025-08-01 17:34:28.534] [DEBUG] RectangleBreakDetector: Alternative - Column X=3: whitePixels=0, whiteSegments=0
[2025-08-01 17:34:28.534] [DEBUG] RectangleBreakDetector: Alternative - Column X=2: whitePixels=0, whiteSegments=0
[2025-08-01 17:34:28.534] [DEBUG] RectangleBreakDetector: Alternative - Column X=1: whitePixels=0, whiteSegments=0
[2025-08-01 17:34:28.534] [DEBUG] RectangleBreakDetector: Alternative - Column X=0: whitePixels=0, whiteSegments=0
[2025-08-01 17:34:28.534] [WARNING] RectangleBreakDetector: Alternative method also failed to find vertical line
[2025-08-01 17:34:28.534] [DEBUG] RectangleBreakDetector: Both methods failed to find right vertical line for capture ID=20250801173428468
[2025-08-01 17:34:28.545] [DEBUG] RectangleBreakDetector: Built metadata with breakoutX=0, result=NoBreakout
[2025-08-01 17:34:28.545] [DEBUG] SimpleTradingOverlay: Created metadata for capture ID=20250801173428468, length=22
[2025-08-01 17:34:28.559] [INFO] TradingPattern CaptureData saved: Symbol=XAUUSD, Direction=Up, Model=OHLС, X=1589, Y=278, W=118, H=183, Screenshot=C:\apps\jforex-trading-terminal-win10\bin\Debug\net6.0-windows\CAPTURES\20250801173428468\screenshot.png
[2025-08-01 17:34:28.559] [INFO] Trading pattern completed: FirstClick=(1609, 401), SecondClick=(1687, 338), IsInclined=True
[2025-08-01 17:34:28.994] [INFO] Escape key sent successfully to window handle: 852876
[2025-08-01 17:34:29.560] [INFO] CaptureTrackingService: Папка трекинга очищена: C:\apps\jforex-trading-terminal-win10\bin\Debug\net6.0-windows\Tracking\captures
[2025-08-01 17:34:29.561] [DEBUG] CaptureTrackingService: Обработка capture ID=20250801173428468, Handle=852876, X=1589, Y=278, W=118, H=183
[2025-08-01 17:34:29.572] [DEBUG] TrendlineBreakDetector: Start DetectBreakoutOHLC, bitmap size: 118x183
[2025-08-01 17:34:29.580] [DEBUG] TrendlineBreakDetector: Found 170 white pixels
[2025-08-01 17:34:29.580] [DEBUG] TrendlineBreakDetector: Found 1 clusters
[2025-08-01 17:34:29.580] [DEBUG] Cluster: size=170, len=95,0, center=(57,0,91,0), score=0,021
[2025-08-01 17:34:29.580] [DEBUG] TrendlineBreakDetector: Selected white line from (21,122) to (93,60)
[2025-08-01 17:34:29.580] [DEBUG] TrendlineBreakDetector: Trendline direction: Upward (SELL), searching for SELL breakout
[2025-08-01 17:34:29.608] [INFO] CaptureTrackingService: [C:\apps\jforex-trading-terminal-win10\bin\Debug\net6.0-windows\CAPTURES\20250801173428468\tracking.png] TrendlineBreakDetector Breakout DOWN detected!
[2025-08-01 17:34:29.610] [INFO] CaptureTrackingService: Updated IsFired=True for capture ID=20250801173428468, Handle=852876
[2025-08-01 17:34:29.624] [INFO] MT4 Socket: >>> OnBreakoutDetected handler CALLED <<< (type: BreakoutDown)
[2025-08-01 17:34:29.625] [INFO] MT4 Socket: Sending to MT4: {"cmd":"breakout_down","symbol":"XAUUSD","risk":1,"id":"20250801173428468"} (with CRLF)
[2025-08-01 17:34:29.627] [INFO] Sent message to MT4 socket: {"cmd":"breakout_down","symbol":"XAUUSD","risk":1,"id":"20250801173428468"}

[2025-08-01 17:34:29.628] [INFO] MT4 Socket: Breakout processing completed for XAUUSD, type: BreakoutDown, ID: 20250801173428468
[2025-08-01 17:34:29.629] [INFO] Binary Options Socket: >>> OnBreakoutDetected handler CALLED <<< (type: BreakoutDown)
[2025-08-01 17:34:29.629] [INFO] Binary Options Socket: Skipping message - capture broker is Forex, not a binary broker
[2025-08-01 17:34:29.630] [DEBUG] CaptureTrackingService: TrendlineBreakDetector result for C:\apps\jforex-trading-terminal-win10\bin\Debug\net6.0-windows\CAPTURES\20250801173428468\tracking.png: BreakoutDown
[2025-08-01 17:34:29.893] [INFO] Received from MT4 socket: {,"closed_count":0,"sell_result":{"success":true,"ticket":78141250,"symbol":"XAUUSD.s","direction":"SELL","lot_size":0.04000000,"price":3343.44000000,"sl_level":0.00000000,"sl_pips":20,"risk":1,"debug_mode":false},"action":"opened_sell","completed":"1","cmd":"breakout_down"}
[2025-08-01 17:34:29.896] [WARNING] MT4 Socket: Failed to parse JSON message: ',' is an invalid start of a property name. Expected a '"'. LineNumber: 0 | BytePositionInLine: 1.
[2025-08-01 17:34:29.901] [DEBUG] MT4: {,"closed_count":0,"sell_result":{"success":true,"ticket":78141250,"symbol":"XAUUSD.s","direction":"SELL","lot_size":0.04000000,"price":3343.44000000,"sl_level":0.00000000,"sl_pips":20,"risk":1,"debug_mode":false},"action":"opened_sell","completed":"1","cmd":"breakout_down"}
[2025-08-01 17:34:29.901] [INFO] Received from MT4 socket: {"event":"orders_summary","symbols":{"XAUUSD.s":{"profit":-1.04000000,"percent":-0.13000000,"lots":0.04000000,"profit_points":-26}},"total_balance":814.44000000}

[2025-08-01 17:34:29.903] [INFO] MT4 Socket: Processing orders_summary event
[2025-08-01 17:34:29.926] [INFO] Found matching symbol: XAUUSD matches XAUUSD.s
[2025-08-01 17:34:29.947] [INFO] OrderSummary panel shown for symbol: XAUUSD.s, Lots: 0,04, Percent: -0,13, Points: -26
[2025-08-01 17:34:29.948] [INFO] OrderSummary panel hidden
[2025-08-01 17:34:29.950] [INFO] OrderSummary panel hidden
[2025-08-01 17:34:29.950] [INFO] OrderSummary panel hidden
[2025-08-01 17:34:29.950] [DEBUG] MT4: {"event":"orders_summary","symbols":{"XAUUSD.s":{"profit":-1.04000000,"percent":-0.13000000,"lots":0.04000000,"profit_points":-26}},"total_balance":814.44000000}

[2025-08-01 17:34:30.708] [INFO] Received from MT4 socket: {"event":"orders_summary","symbols":{"XAUUSD.s":{"profit":0.08000000,"percent":0.01000000,"lots":0.04000000,"profit_points":1}},"total_balance":814.44000000}

[2025-08-01 17:34:30.709] [INFO] MT4 Socket: Processing orders_summary event
[2025-08-01 17:34:30.712] [INFO] Found matching symbol: XAUUSD matches XAUUSD.s
[2025-08-01 17:34:30.725] [INFO] OrderSummary panel shown for symbol: XAUUSD.s, Lots: 0,04, Percent: 0,01, Points: 1
[2025-08-01 17:34:30.725] [INFO] OrderSummary panel hidden
[2025-08-01 17:34:30.726] [INFO] OrderSummary panel hidden
[2025-08-01 17:34:30.726] [INFO] OrderSummary panel hidden
[2025-08-01 17:34:30.726] [DEBUG] MT4: {"event":"orders_summary","symbols":{"XAUUSD.s":{"profit":0.08000000,"percent":0.01000000,"lots":0.04000000,"profit_points":1}},"total_balance":814.44000000}

[2025-08-01 17:34:31.706] [INFO] Received from MT4 socket: {"event":"orders_summary","symbols":{"XAUUSD.s":{"profit":0.64000000,"percent":0.08000000,"lots":0.04000000,"profit_points":15}},"total_balance":814.44000000}

[2025-08-01 17:34:31.707] [INFO] MT4 Socket: Processing orders_summary event
[2025-08-01 17:34:31.708] [INFO] Found matching symbol: XAUUSD matches XAUUSD.s
[2025-08-01 17:34:31.715] [INFO] OrderSummary panel shown for symbol: XAUUSD.s, Lots: 0,04, Percent: 0,08, Points: 15
[2025-08-01 17:34:31.715] [INFO] OrderSummary panel hidden
[2025-08-01 17:34:31.716] [INFO] OrderSummary panel hidden
[2025-08-01 17:34:31.716] [INFO] OrderSummary panel hidden
[2025-08-01 17:34:31.716] [DEBUG] MT4: {"event":"orders_summary","symbols":{"XAUUSD.s":{"profit":0.64000000,"percent":0.08000000,"lots":0.04000000,"profit_points":15}},"total_balance":814.44000000}

[2025-08-01 17:34:32.665] [DEBUG] Z hotkey detected and service is enabled
[2025-08-01 17:34:32.665] [INFO] [DEBUG] OnLeftShiftHotkey event in MainWindow
[2025-08-01 17:34:32.699] [INFO] Received from MT4 socket: {"event":"orders_summary","symbols":{"XAUUSD.s":{"profit":-0.16000000,"percent":-0.02000000,"lots":0.04000000,"profit_points":-3}},"total_balance":814.44000000}

[2025-08-01 17:34:32.699] [INFO] MT4 Socket: Processing orders_summary event
[2025-08-01 17:34:32.700] [INFO] Found matching symbol: XAUUSD matches XAUUSD.s
[2025-08-01 17:34:32.708] [INFO] OrderSummary panel shown for symbol: XAUUSD.s, Lots: 0,04, Percent: -0,02, Points: -3
[2025-08-01 17:34:32.708] [INFO] OrderSummary panel hidden
[2025-08-01 17:34:32.708] [INFO] OrderSummary panel hidden
[2025-08-01 17:34:32.708] [INFO] OrderSummary panel hidden
[2025-08-01 17:34:32.708] [DEBUG] MT4: {"event":"orders_summary","symbols":{"XAUUSD.s":{"profit":-0.16000000,"percent":-0.02000000,"lots":0.04000000,"profit_points":-3}},"total_balance":814.44000000}

[2025-08-01 17:34:33.713] [INFO] Received from MT4 socket: {"event":"orders_summary","symbols":{"XAUUSD.s":{"profit":-0.08000000,"percent":-0.01000000,"lots":0.04000000,"profit_points":-1}},"total_balance":814.44000000}

[2025-08-01 17:34:33.714] [INFO] MT4 Socket: Processing orders_summary event
[2025-08-01 17:34:33.715] [INFO] Found matching symbol: XAUUSD matches XAUUSD.s
[2025-08-01 17:34:33.723] [INFO] OrderSummary panel shown for symbol: XAUUSD.s, Lots: 0,04, Percent: -0,01, Points: -1
[2025-08-01 17:34:33.723] [INFO] OrderSummary panel hidden
[2025-08-01 17:34:33.723] [INFO] OrderSummary panel hidden
[2025-08-01 17:34:33.724] [INFO] OrderSummary panel hidden
[2025-08-01 17:34:33.724] [DEBUG] MT4: {"event":"orders_summary","symbols":{"XAUUSD.s":{"profit":-0.08000000,"percent":-0.01000000,"lots":0.04000000,"profit_points":-1}},"total_balance":814.44000000}

[2025-08-01 17:34:34.700] [INFO] Received from MT4 socket: {"event":"orders_summary","symbols":{"XAUUSD.s":{"profit":-0.04000000,"percent":0.00000000,"lots":0.04000000,"profit_points":-1}},"total_balance":814.44000000}

[2025-08-01 17:34:34.700] [INFO] MT4 Socket: Processing orders_summary event
[2025-08-01 17:34:34.703] [INFO] Found matching symbol: XAUUSD matches XAUUSD.s
[2025-08-01 17:34:34.716] [INFO] OrderSummary panel shown for symbol: XAUUSD.s, Lots: 0,04, Percent: 0, Points: -1
[2025-08-01 17:34:34.717] [INFO] OrderSummary panel hidden
[2025-08-01 17:34:34.717] [INFO] OrderSummary panel hidden
[2025-08-01 17:34:34.717] [INFO] OrderSummary panel hidden
[2025-08-01 17:34:34.718] [DEBUG] MT4: {"event":"orders_summary","symbols":{"XAUUSD.s":{"profit":-0.04000000,"percent":0.00000000,"lots":0.04000000,"profit_points":-1}},"total_balance":814.44000000}

[2025-08-01 17:34:35.700] [INFO] Received from MT4 socket: {"event":"orders_summary","symbols":{"XAUUSD.s":{"profit":0.28000000,"percent":0.03000000,"lots":0.04000000,"profit_points":6}},"total_balance":814.44000000}

[2025-08-01 17:34:35.700] [INFO] MT4 Socket: Processing orders_summary event
[2025-08-01 17:34:35.703] [INFO] Found matching symbol: XAUUSD matches XAUUSD.s
[2025-08-01 17:34:35.717] [INFO] OrderSummary panel shown for symbol: XAUUSD.s, Lots: 0,04, Percent: 0,03, Points: 6
[2025-08-01 17:34:35.717] [INFO] OrderSummary panel hidden
[2025-08-01 17:34:35.717] [INFO] OrderSummary panel hidden
[2025-08-01 17:34:35.717] [INFO] OrderSummary panel hidden
[2025-08-01 17:34:35.718] [DEBUG] MT4: {"event":"orders_summary","symbols":{"XAUUSD.s":{"profit":0.28000000,"percent":0.03000000,"lots":0.04000000,"profit_points":6}},"total_balance":814.44000000}

[2025-08-01 17:34:36.698] [INFO] Received from MT4 socket: {"event":"orders_summary","symbols":{"XAUUSD.s":{"profit":1.16000000,"percent":0.14000000,"lots":0.04000000,"profit_points":28}},"total_balance":814.44000000}

[2025-08-01 17:34:36.698] [INFO] MT4 Socket: Processing orders_summary event
[2025-08-01 17:34:36.701] [INFO] Found matching symbol: XAUUSD matches XAUUSD.s
[2025-08-01 17:34:36.714] [INFO] OrderSummary panel shown for symbol: XAUUSD.s, Lots: 0,04, Percent: 0,14, Points: 28
[2025-08-01 17:34:36.714] [INFO] OrderSummary panel hidden
[2025-08-01 17:34:36.714] [INFO] OrderSummary panel hidden
[2025-08-01 17:34:36.715] [INFO] OrderSummary panel hidden
[2025-08-01 17:34:36.715] [DEBUG] MT4: {"event":"orders_summary","symbols":{"XAUUSD.s":{"profit":1.16000000,"percent":0.14000000,"lots":0.04000000,"profit_points":28}},"total_balance":814.44000000}

[2025-08-01 17:34:37.723] [INFO] Received from MT4 socket: {"event":"orders_summary","symbols":{"XAUUSD.s":{"profit":1.52000000,"percent":0.19000000,"lots":0.04000000,"profit_points":37}},"total_balance":814.44000000}

[2025-08-01 17:34:37.723] [INFO] MT4 Socket: Processing orders_summary event
[2025-08-01 17:34:37.725] [INFO] Found matching symbol: XAUUSD matches XAUUSD.s
[2025-08-01 17:34:37.732] [INFO] OrderSummary panel shown for symbol: XAUUSD.s, Lots: 0,04, Percent: 0,19, Points: 37
[2025-08-01 17:34:37.732] [INFO] OrderSummary panel hidden
[2025-08-01 17:34:37.732] [INFO] OrderSummary panel hidden
[2025-08-01 17:34:37.733] [INFO] OrderSummary panel hidden
[2025-08-01 17:34:37.733] [DEBUG] MT4: {"event":"orders_summary","symbols":{"XAUUSD.s":{"profit":1.52000000,"percent":0.19000000,"lots":0.04000000,"profit_points":37}},"total_balance":814.44000000}

[2025-08-01 17:34:38.720] [INFO] Received from MT4 socket: {"event":"orders_summary","symbols":{"XAUUSD.s":{"profit":1.12000000,"percent":0.14000000,"lots":0.04000000,"profit_points":27}},"total_balance":814.44000000}

[2025-08-01 17:34:38.720] [INFO] MT4 Socket: Processing orders_summary event
[2025-08-01 17:34:38.722] [INFO] Found matching symbol: XAUUSD matches XAUUSD.s
[2025-08-01 17:34:38.729] [INFO] OrderSummary panel shown for symbol: XAUUSD.s, Lots: 0,04, Percent: 0,14, Points: 27
[2025-08-01 17:34:38.729] [INFO] OrderSummary panel hidden
[2025-08-01 17:34:38.729] [INFO] OrderSummary panel hidden
[2025-08-01 17:34:38.729] [INFO] OrderSummary panel hidden
[2025-08-01 17:34:38.730] [DEBUG] MT4: {"event":"orders_summary","symbols":{"XAUUSD.s":{"profit":1.12000000,"percent":0.14000000,"lots":0.04000000,"profit_points":27}},"total_balance":814.44000000}

[2025-08-01 17:34:39.725] [INFO] Received from MT4 socket: {"event":"orders_summary","symbols":{"XAUUSD.s":{"profit":1.12000000,"percent":0.14000000,"lots":0.04000000,"profit_points":27}},"total_balance":814.44000000}

[2025-08-01 17:34:39.725] [INFO] MT4 Socket: Processing orders_summary event
[2025-08-01 17:34:39.728] [INFO] Found matching symbol: XAUUSD matches XAUUSD.s
[2025-08-01 17:34:39.741] [INFO] OrderSummary panel shown for symbol: XAUUSD.s, Lots: 0,04, Percent: 0,14, Points: 27
[2025-08-01 17:34:39.741] [INFO] OrderSummary panel hidden
[2025-08-01 17:34:39.742] [INFO] OrderSummary panel hidden
[2025-08-01 17:34:39.742] [INFO] OrderSummary panel hidden
[2025-08-01 17:34:39.742] [DEBUG] MT4: {"event":"orders_summary","symbols":{"XAUUSD.s":{"profit":1.12000000,"percent":0.14000000,"lots":0.04000000,"profit_points":27}},"total_balance":814.44000000}

[2025-08-01 17:34:40.740] [INFO] Received from MT4 socket: {"event":"orders_summary","symbols":{"XAUUSD.s":{"profit":1.12000000,"percent":0.14000000,"lots":0.04000000,"profit_points":27}},"total_balance":814.44000000}

[2025-08-01 17:34:40.740] [INFO] MT4 Socket: Processing orders_summary event
[2025-08-01 17:34:40.742] [INFO] Found matching symbol: XAUUSD matches XAUUSD.s
[2025-08-01 17:34:40.749] [INFO] OrderSummary panel shown for symbol: XAUUSD.s, Lots: 0,04, Percent: 0,14, Points: 27
[2025-08-01 17:34:40.749] [INFO] OrderSummary panel hidden
[2025-08-01 17:34:40.750] [INFO] OrderSummary panel hidden
[2025-08-01 17:34:40.750] [INFO] OrderSummary panel hidden
[2025-08-01 17:34:40.750] [DEBUG] MT4: {"event":"orders_summary","symbols":{"XAUUSD.s":{"profit":1.12000000,"percent":0.14000000,"lots":0.04000000,"profit_points":27}},"total_balance":814.44000000}

[2025-08-01 17:34:41.742] [INFO] Received from MT4 socket: {"event":"orders_summary","symbols":{"XAUUSD.s":{"profit":1.12000000,"percent":0.14000000,"lots":0.04000000,"profit_points":27}},"total_balance":814.44000000}

[2025-08-01 17:34:41.742] [INFO] MT4 Socket: Processing orders_summary event
[2025-08-01 17:34:41.744] [INFO] Found matching symbol: XAUUSD matches XAUUSD.s
[2025-08-01 17:34:41.751] [INFO] OrderSummary panel shown for symbol: XAUUSD.s, Lots: 0,04, Percent: 0,14, Points: 27
[2025-08-01 17:34:41.751] [INFO] OrderSummary panel hidden
[2025-08-01 17:34:41.752] [INFO] OrderSummary panel hidden
[2025-08-01 17:34:41.752] [INFO] OrderSummary panel hidden
[2025-08-01 17:34:41.752] [DEBUG] MT4: {"event":"orders_summary","symbols":{"XAUUSD.s":{"profit":1.12000000,"percent":0.14000000,"lots":0.04000000,"profit_points":27}},"total_balance":814.44000000}

[2025-08-01 17:34:42.732] [INFO] Received from MT4 socket: {"event":"orders_summary","symbols":{"XAUUSD.s":{"profit":1.36000000,"percent":0.17000000,"lots":0.04000000,"profit_points":33}},"total_balance":814.44000000}

[2025-08-01 17:34:42.732] [INFO] MT4 Socket: Processing orders_summary event
[2025-08-01 17:34:42.736] [INFO] Found matching symbol: XAUUSD matches XAUUSD.s
[2025-08-01 17:34:42.744] [INFO] OrderSummary panel shown for symbol: XAUUSD.s, Lots: 0,04, Percent: 0,17, Points: 33
[2025-08-01 17:34:42.745] [INFO] OrderSummary panel hidden
[2025-08-01 17:34:42.745] [INFO] OrderSummary panel hidden
[2025-08-01 17:34:42.745] [INFO] OrderSummary panel hidden
[2025-08-01 17:34:42.745] [DEBUG] MT4: {"event":"orders_summary","symbols":{"XAUUSD.s":{"profit":1.36000000,"percent":0.17000000,"lots":0.04000000,"profit_points":33}},"total_balance":814.44000000}

[2025-08-01 17:34:43.741] [INFO] Received from MT4 socket: {"event":"orders_summary","symbols":{"XAUUSD.s":{"profit":1.36000000,"percent":0.17000000,"lots":0.04000000,"profit_points":33}},"total_balance":814.44000000}

[2025-08-01 17:34:43.741] [INFO] MT4 Socket: Processing orders_summary event
[2025-08-01 17:34:43.743] [INFO] Found matching symbol: XAUUSD matches XAUUSD.s
[2025-08-01 17:34:43.752] [INFO] OrderSummary panel shown for symbol: XAUUSD.s, Lots: 0,04, Percent: 0,17, Points: 33
[2025-08-01 17:34:43.752] [INFO] OrderSummary panel hidden
[2025-08-01 17:34:43.753] [INFO] OrderSummary panel hidden
[2025-08-01 17:34:43.753] [INFO] OrderSummary panel hidden
[2025-08-01 17:34:43.753] [DEBUG] MT4: {"event":"orders_summary","symbols":{"XAUUSD.s":{"profit":1.36000000,"percent":0.17000000,"lots":0.04000000,"profit_points":33}},"total_balance":814.44000000}

[2025-08-01 17:34:44.733] [INFO] Received from MT4 socket: {"event":"orders_summary","symbols":{"XAUUSD.s":{"profit":1.56000000,"percent":0.19000000,"lots":0.04000000,"profit_points":38}},"total_balance":814.44000000}

[2025-08-01 17:34:44.734] [INFO] MT4 Socket: Processing orders_summary event
[2025-08-01 17:34:44.737] [INFO] Found matching symbol: XAUUSD matches XAUUSD.s
